tweet_date,the_airline,Vader_com,airline_posts_count,user_followers_count,airline_mentions_count
2019-06-16,SingaporeanAir,0.6496555555555555,18.0,695642.9444444445,60.0
2019-06-16,VirginAtlantic,0.3767162162162162,77.0,600443.2207792208,116.0
2019-06-16,easyJet,0.40515859375,136.0,468044.67647058825,150.0
2019-06-17,AirFrance,0.5212142857142857,43.0,340370.3953488372,19.0
2019-06-17,AmericanAir,0.3253873900293255,341.0,1561775.0410557184,51.0
2019-06-17,British_Airways,0.31496798780487806,330.0,1219810.0,164.0
2019-06-17,EtihadAirways,0.15463333333333334,3.0,654581.6666666666,39.0
2019-06-17,KLM,0.3178115942028985,127.0,2336714.244094488,1033.0
2019-06-17,Lufthansa,0.29561777777777776,49.0,429432.67346938775,303.0
2019-06-17,Qantas,0.44881162790697676,86.0,480665.70930232556,8.0
2019-06-17,RyanAir,0.22627738095238095,88.0,414816.38636363635,415.0
2019-06-17,SingaporeanAir,0.6500750000000001,28.0,695726.5357142857,94.0
2019-06-17,VirginAtlantic,0.4936698113207547,53.0,600528.358490566,195.0
2019-06-17,easyJet,0.3762175324675325,197.0,468086.11675126903,135.0
2019-06-18,AirFrance,0.4559617647058824,36.0,340398.94444444444,40.0
2019-06-18,AmericanAir,0.33872914046121594,477.0,1561961.215932914,109.0
2019-06-18,British_Airways,0.2577895604395605,364.0,1219873.2252747254,147.0
2019-06-18,EtihadAirways,0.62116,6.0,654612.5,1.0
2019-06-18,KLM,0.321619696969697,109.0,2336653.027522936,46.0
2019-06-18,Lufthansa,0.2273672131147541,61.0,429550.1967213115,709.0
2019-06-18,Qantas,0.43290399999999996,50.0,480711.4,399.0
2019-06-18,RyanAir,0.37668019801980196,103.0,414853.2621359223,16.0
2019-06-18,SingaporeanAir,0.6077936170212767,47.0,695791.2978723404,105.0
2019-06-18,VirginAtlantic,0.5071075471698113,53.0,600589.4528301887,86.0
2019-06-18,easyJet,0.347936507936508,213.0,468124.10328638495,89.0
2019-06-19,AirFrance,0.6289275862068966,35.0,340467.1142857143,133.0
2019-06-19,AmericanAir,0.339892795389049,347.0,1562048.2161383284,68.0
2019-06-19,British_Airways,0.28762804232804234,378.0,1220013.164021164,56.0
2019-06-19,EtihadAirways,0.34492,20.0,654710.55,201.0
2019-06-19,KLM,0.3479676056338028,97.0,2336578.06185567,45.0
2019-06-19,Lufthansa,0.2080744680851064,49.0,429988.4693877551,774.0
2019-06-19,Qantas,0.4032309523809524,43.0,480736.8604651163,337.0
2019-06-19,RyanAir,0.369,91.0,414888.52747252746,103.0
2019-06-19,SingaporeanAir,0.6417068965517242,29.0,695850.1724137932,92.0
2019-06-19,VirginAtlantic,0.45632375,84.0,600617.0595238095,81.0
2019-06-19,easyJet,0.3762484375,212.0,468144.05188679247,164.0
2019-06-20,AirFrance,0.4211181818181818,22.0,340504.0909090909,275.0
2019-06-20,AmericanAir,0.30069620596205965,369.0,1562169.617886179,38.0
2019-06-20,British_Airways,0.2873038934426229,490.0,1220098.6612244898,94.0
2019-06-20,EtihadAirways,0.5839,3.0,654823.3333333334,214.0
2019-06-20,KLM,0.425535,126.0,2336545.8571428573,44.0
2019-06-20,Lufthansa,0.3709145454545455,56.0,430184.35714285716,873.0
2019-06-20,Qantas,0.4699,26.0,480790.92307692306,403.0
2019-06-20,RyanAir,0.352432967032967,91.0,414933.6703296703,60.0
2019-06-20,SingaporeanAir,0.5822114285714286,35.0,695884.7714285714,150.0
2019-06-20,VirginAtlantic,0.3994234375,66.0,600621.8787878788,105.0
2019-06-20,easyJet,0.3471521739130435,181.0,468157.72375690605,142.0
2019-06-21,AirFrance,0.3200689655172414,36.0,340531.1666666667,336.0
2019-06-21,AmericanAir,0.34763099730458225,371.0,1562351.5309973045,29.0
2019-06-21,British_Airways,0.27571814946619216,282.0,1220155.3226950355,132.0
2019-06-21,EtihadAirways,0.649525,4.0,654860.5,151.0
2019-06-21,KLM,0.26637777777777777,99.0,2336480.1414141413,1.0
2019-06-21,Lufthansa,0.21222121212121212,42.0,430344.6904761905,42.0
2019-06-21,Qantas,0.3918830508474576,61.0,480823.0655737705,905.0
2019-06-21,RyanAir,0.3365666666666667,64.0,414985.984375,366.0
2019-06-21,SingaporeanAir,0.4293205882352941,34.0,695947.5294117647,57.0
2019-06-21,VirginAtlantic,0.39638709677419354,65.0,600674.4461538461,130.0
2019-06-21,easyJet,0.4348366834170854,219.0,468194.36529680365,49.0
2019-06-22,AirFrance,0.5374486486486486,45.0,340563.4222222222,147.0
2019-06-22,AmericanAir,0.29552144702842376,387.0,1562478.3565891474,163.0
2019-06-22,British_Airways,0.23258028169014086,358.0,1220277.2458100559,30.0
2019-06-22,EtihadAirways,0.7295499999999999,3.0,654959.6666666666,136.0
2019-06-22,KLM,0.4192575757575758,96.0,2336436.9375,201.0
2019-06-22,Lufthansa,0.22992909090909092,55.0,430445.6,32.0
2019-06-22,Qantas,0.4417837837837838,37.0,480859.7837837838,689.0
2019-06-22,RyanAir,0.36024782608695655,23.0,415015.652173913,338.0
2019-06-22,SingaporeanAir,0.6351571428571429,42.0,696003.6904761905,28.0
2019-06-22,VirginAtlantic,0.39879016393442623,61.0,600750.4098360656,110.0
2019-06-22,easyJet,0.44860193548387095,168.0,468213.47023809527,83.0
2019-06-23,AirFrance,0.5261440000000001,34.0,340641.5294117647,66.0
2019-06-23,AmericanAir,0.29851184210526316,305.0,1562602.0229508197,91.0
2019-06-23,British_Airways,0.22381759259259262,324.0,1220413.2438271604,34.0
2019-06-23,EtihadAirways,0.36872,13.0,655029.7692307692,105.0
2019-06-23,KLM,0.34189827586206895,111.0,2336395.828828829,229.0
2019-06-23,Lufthansa,0.1629421052631579,60.0,430539.35,62.0
2019-06-23,Qantas,0.48549302325581395,43.0,480912.06976744183,807.0
2019-06-23,RyanAir,0.22366666666666668,33.0,415076.57575757575,322.0
2019-06-23,SingaporeanAir,0.6114038461538461,26.0,696089.8846153846,153.0
2019-06-23,VirginAtlantic,0.2896230769230769,53.0,600830.4150943396,249.0
2019-06-23,easyJet,0.4257174242424242,159.0,468282.22012578615,78.0
